@RELATION tweetSentiment.dev.csv

@ATTRIBUTE Text string 

@ATTRIBUTE CLASS {neutral,positive,negative}
@DATA
'@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it"',negative
'So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone."',positive
'Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/vyNtU8xW"',neutral
'#twitter is sooo trash ritenow with all dezz #highscoolmemories -__-"',negative
'#Follow my main #Twitter @AikoChristine need more #followers help me get to 500"',neutral
'@bidmyway I like your app for the @apple iPhone very simple and easy to use!"',neutral
'RT @RespectMaSwagg: #ThingsWeAllLove ----&gt;&gt; #Google"',positive
'#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: “Sometimes, You’re Lucky” http://t.co/YgISO7xt"',neutral
'#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/lm79ZlWA &gt; liked Jaiku"',neutral
'How #apple eclipsed #microsoft http://t.co/4bWXJaDg by @charlesarthur #business @guardian"',negative
'@serendipityjane is the ultimate #twitter bff! She uses #EFT to turn your frown upsidedown!#Follow her & learn about her VIP class.It rocks!"',neutral
'RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets, says study #Apple #Microsoft #MS"',positive
'Going to bed now #goodnight #twitter. Sleeping in tomorrow cuz it�s fall break #winning"',neutral
'I hate when my phne do what it want on #twitter"',neutral
'New innotive IT program coming to #Dubai featuring @comptia and #Microsoft qualifications http://t.co/a6fLlkgE RT please"',neutral
'Windows Phone Tango and Apollo to have new screen resolutions? http://t.co/KJwugoM3 #WP7 #Microsoft"',neutral
'Samsung Galaxy Nexus launching in US, Europe and Asia this November http://t.co/SzchgKIf  #android #google"',neutral
'Data Usage feature looks amazing and useful! #Google #GalaxyNexus"',positive
'3 new stuffs today, #Motorola #razr, #Samsung #Galaxy #Nexus, #Google #Android 4.0 #IceCreamSandwich #ICS ~"',neutral
'@RhiannaRaee hanging @apple in tacoma listening to the beatles!"',neutral
'@hbogo @apple - why don�t you play nice and let me use HDMI from iPad?  Pretty lame."',negative
'how come when #google talks about their #android camera app it�s boring, but when #apple does it�s ZOMG!!!1"',neutral
'RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!"',positive
'Siri keeps trying to send me to escort services....is that legal? @Apple"',neutral
'“@KekeLauren @IGoHard_NoBONER Yooooo ""Mena Malia"" lOl I love your #Twitter name”"',neutral
'Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ."',positive
'#Microsoft #Wireless #Keyboard 3000 Review http://t.co/C4GOy04V #wirelesskeyboardandmouse #mousecombos"',neutral
'#Samsung, #Google Unveil Phone http://t.co/hOB37hbO"',negative
'Tried explaining #Twitter to my mom, but her ""why would you want to do that?"" argument was pretty bulletproof. #igiveup"',negative
'Steve Ballmer, #Microsoft�s chief executive believes that #Google�s #Android mobile phones for being too complicated. What do you..."',neutral
'We�re one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z"',positive
'Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/VtYbqI91"',negative
'http://t.co/48emAEID #SteveJobs memorial @Apple #Boylston"',neutral
'Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai"',neutral
'All this talk about about how good #icecreamsandwich looks is making me hungry #google #omnomnomnom"',positive
'Sometimes I get so lost in #twitter that I end up living vicariously through other people #massconfusion"',neutral
'Woooow I just log out from #twitter and there�s more than 60 #tweets on my #timeline"',neutral
'RT @MinisterOnline: its ok to put up bible verses & encouraging post about God on #Twitter, but make sure you stand by your words, cause ..."',neutral
'Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark."',negative
'RT @katebetts: Another great James Stewart story in today�s NY Times about importance of architecture in @apple retail success http://t. ..."',positive
'Well that�s my que, bye #Twitter , #oomf finna start quotin lines from #ATL lol"',neutral
'Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox"',neutral
'Posting on #twitter about #google+ suggesting I add Tom from #myspace I think the universe just exploded. #justsayin"',neutral
'RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)"',neutral
'Brilliant (if you have a spare 12mins to watch): Have I Shared Too Much? http://t.co/tEwNhhUk #Twitter #LinkedIn #Facebook #in"',neutral
'Will the #Galaxy #Nexus be coming to #Sprint? No mention of price, carriers, or source release for ICS. Give us those info #Google!"',neutral
'[#Infographic] #Google+ cost half a billion to build, driving users to #1 most followed user: Mark Zuckerberg. http://t.co/CzMfvnLQ #irony"',neutral
'I�m OVER people bitching about the #iPhone4S... I think it�s the smartest phone I�ve ever had and I�m very happy.   :)  Way to go @Apple!"',positive
'Everything Can Be A Digital Surface Now, Courtesy Microsoft, Carnegie Mellon http://t.co/6S7pKbjI #microsoft #carnegiemellon"',neutral
'@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL"',negative
'HTC on ICS: �reviewing its features and functionality to determine our upgrade plans� http://t.co/UdkGr3Cb  #android #google"',neutral
'#Google has finally unveiled the much awaited #Android OS Ice Cream Sandwich & it sure looks good! http://t.co/sNL38EM1"',positive
'A nigga can�t even go to sleep nd wake up good ppl be trip�n over #Twitter"',neutral
'@SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, social side. This scares gov."',positive
'I figgured if my #twitter Lady-Gems friends get new one�s that I can too! =) My New Boo http://t.co/dXN6NpIB"',neutral
'#BreakingNews @Gizmodo reports: @Apple #iPhone 4S sold over $4 million over the weekend! #TrueStory',neutral
'On Google+ then go here http://t.co/kDHaUfDl #GPlus #Googleplus #Google #teamfollowback #socialnetwork"',neutral
'@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help"',negative
'@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda."',positive
'#Microsoft learning all day long-For FREE-SpecTECHular San Antonio. Register?uick. November 10 - http://t.co/GinBVlSK"',neutral
'Google Defaults to Encrypted HTTPS Searches for Logged In Users #Google http://t.co/6yFZvoxS"',neutral
'Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone"',positive
'@pmphillips @apple If my non-Apple equipment broke this often, I guess I�d need an Asus genius bar. But it doesn�t, so I don�t :-)"',negative
'@Apple iOS5 is all well and good and has nice new features, but I�m still waiting on an app that will go to work for me."',neutral
'Early cloud #Microsoft partners can qualify for Microsoft Cloud Accelerate! http://t.co/pjkyf0gf"',neutral
'#Twittertip: How to Keep Up With Over 100,000 #Twitter Followers http://t.co/o3oH3YPB RT @anntran_"',neutral
'@twalve too busy having slappy hissy-fits with Samsung? @Apple"',neutral
'RT @UMDNews: The Future of #Information: Innovators from #Google, #Microsoft &#Twitter  Nov. 14-18  Info & registration at http://t.co/k ..."',neutral
'@VentureBeat I like the #google virtual bookcase thank you for sharing"',positive
'#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc"',negative
'Ice Cream Sandwich�s Face Unlock really works! http://t.co/2SjN2BzZ #icecreamsandwich #google #galaxynexus"',positive
'RT “@Ant0ineH: Twitter Will Beat #Google+ And #Facebook With Simplicity- #Twitter CEO http://t.co/melkHdb7” Beat? You aren�t competitors…"',neutral
'iPhone 4S 8MP camera : It´s a SONY. http://t.co/X1J8HNZu @sony @apple #apple #iphone4S #cameras"',neutral
'RT @jilldyche: Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC, covering  #Microsoft. You ..."',neutral
'Haven�t even freshened up, due to #Google�s #IceCreamSandwichEvent. #OffToShower now."',neutral
'Dear #twitter, Now that we all know I�m awesome could you  write me a new ""all about me"" for my profile because really you do know me best."',neutral
'@Wilko_LR  ""Google to launch iTunes AND Spotify rival? http://t.co/SralgsCi” need to start using #google+"',neutral
'I�m not a windows phone fan, but I�m a #Metro UI fan, which, IMO, has been fortunately (or sadly) copied by #Google into #ICS."',neutral
'well.....#google�s #icecreamsandwich and new accompanying phone are, as usual, neat, but nothing ground-breaking"',positive
'My #twitter age is 1 year 243 days 22 hours 31 minutes 44 seconds. Find out yours at http://t.co/dniOkchP #twittertime"',neutral
'Iphone 4s almost had me ... ALMOST !! Ice Cream Sandwich FTW !! http://t.co/p32Ehduq #android #google"',positive
'#Microsoft Is Getting More Serious About Daily (#Bing) #Deals http://t.co/yt8AW0gK"',neutral
'Mad props to the @apple employee that didn�t charge me to replace the back plate on my iPhone! Made my day!"',positive
'#Twitter-on-"',neutral
'#twitter Scientists Use Twitter To Track Flu Epidemics, How to Stay Healthy This Flu Season (RT This) http://t.co/ZhgyinIi"',neutral
'@HectorAlteto welcome to the #twitter"',neutral
'its funny how you can take time out your precious #twitter time to monitor or judge what in saying"',neutral
'@reddclay81 Well then!',neutral
'@Apple�s Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od"',neutral
'@LegiondaChosen1: Check out ""Big Hit feat. LegiondaChosen1 - I�m On 1 - Freestyle"" - http://t.co/IfxU5Za0 #Google Me!!"',neutral
'#Microsoft #Windows Media Centre GUI #Fail #MajorFail"',negative
'Take time to sign this and also please pass it on. Thank You : http://t.co/euW1RSnb R.I.P Jeremey Latiola. #steve jobs #microsoft"',neutral
'#Microsoft presents #Omnitouch - http://t.co/ui0aD1FJ - Very impressive and futuristic technology!"',positive
'@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens"',neutral
'#Twitter OFF ☑"',neutral
'#Android #Google Android 4.0 Ice Cream Sandwich – All New Core Applications Overview http://t.co/XLtT7Wr9 #DhilipSiva"',neutral
'#Twitter Introduces Free Twitter Web Analytics Tool http://t.co/HdLjWzaw via @HubSpot #reporting"',neutral
'Took me months to decide, but tonight I have chosen #google over Amazon S3 for image storage solution."',positive
'So im chillin at work finally gettin a chance 2 be on #Twitter wat I miss so far?¿"',neutral
'i see the #microsoft #lync 64-bit installer still tries to install to C:\Program Files (x86)"',neutral
'MindTree Introduces �mPromo� Trade Promotion Solution on #Microsoft #Azure for the Consumer Packaged Goods industry. http://t.co/H1A3V7zv"',neutral
'Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple"',positive
'#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing"',negative
'OmniTouch from #Microsoft makes every surface a #Touchscreen | #gadgets http://t.co/sSUrPnve"',neutral
'The nice @apple tech support guy fixed my iTouch =D"',positive
'@Apple - #Siri is not working due to ""network problem""? Seriously? Can you fix this? #iPhone4s #Fail"',negative
'I have been seriously slacking with my #mandarin studies these past few months. Blame #Microsoft and #Cisco!! #StudyingWhilstMotivated"',negative
'Like to get my hands on an ice cream sandwich #android #google"',neutral
'Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)"',positive
'Icecream Sandwich looking good so far. #android #google"',positive
'Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often, right?"',neutral
'Demo crime for #google dude in white suit. Face recognition for unlocking doesn�t work if you wear make up apparently :-)"',neutral
'Microsoft�s CEO, Steve Ballmer critics the user friendliness of Android. #Android #Google #Microsoft #WP7 http://t.co/rbEv95eE"',neutral
'#Microsoft delivers #developer preview of Roslyn compiler as a service http://t.co/nM30ugQQ"',neutral
'#Twitter is blowing me ; I can�t see my retweets ;("',negative
'TechNet Blogs- Technical Overview of #DuetEnterprise for #Microsoft #SharePoint and #SAP http://t.co/o9V1J49v"',neutral
'Good Morning #Twitter! Have a nice day. :}"',neutral
'All I can say about @Apple right now is #GoodRiddance — See? Cancer isn�t ALL BAD!"',negative
'#Microsoft Eyes A New Approach to Social #Search http://t.co/lh6pRoAM"',neutral
'Lol @Apple support playing Mary J Blige during the wait time."',neutral
'RT @nine_oh: SIMPLY DA BEST ON #TWITTER MY TWEEPS @Mui_Dziak @Ecofriendly211 @wstein @imCHOKOLATEwhoU @SoDear2MyHeart @sscoop4 @PyrexPress"',neutral
'I�m thinking about Google http://t.co/ACjRL4FO @GetGlue #Google"',neutral
'#Google thinks your digital books belong on a digital #bookcase, digitally (video) http://t.co/Qtt22akr"',neutral
'Bill Gates to testify in Novel v. #Microsoft antitrust laws#UI t http://t.co/H0GscVZR"',neutral
'Android 4.0 SDK now available #google #android http://t.co/P05YR6PC"',neutral
'$4.5B #Nortel #IP Deal Still Under #DOJ Review: #Microsoft Exec (via @IPLaw360) http://t.co/DGIkwyoi #in"',neutral
'#Facebook Y #Twitter Off xd"',neutral
'""#Microsoft details Windows 8 search improvements"" - via @SlashGear http://t.co/JCawWRzQ"',positive
'RT @nataliajones: Use #Twitter to generate traffic to your website http://t.co/72YmN3kD"',neutral
'Some1 shld create a Business where they take ppl�s #twitter streams over a period of time & make them into a nice book. #keepsake #urwelcome"',neutral
'Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what�s new from Android http://t.co/3GC0UEPM"',neutral
'#Twitter I apologize 4 being out of line regardless what sum1 does  I promise 2 remain humble keep it from public eye!iloveya#HennessyNation"',neutral
'#Android #Google Android 4.0 SDK now available http://t.co/HI1cQ2si #DhilipSiva"',neutral
'“@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.” &lt;&lt; check Settings: 8 times more App usage in iOS 5"',negative
'“@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT”"',neutral
'@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv"',negative
'Coursey, Forbes - Open Letter: *Steve Ballmer, Please Retire*; http://t.co/1uYbXD0Q #OpenLetter #SteveBallmer #Microsoft"',neutral
'At the Genius Bar... Waiting @apple store"',neutral
'“@42Hermy: @Reddclay81 now that were done prasing @Apple �s #iOS5',neutral
'Right. Migrate from older mbp to imac using ethernet not firewire. Thanks Drew for saving me some $. @apple http://t.co/IAHHaGXy"',neutral
'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/BpFKyd1O"',positive
'any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious"',negative
'hmm, that should have read �the milky white film of busyness� :D #vs2010 #microsoft"',neutral
'I became a #Citizenship #Member at @Microsoft ...Thanks #GOD :) #MSPEgypt #Microsoft"',positive
'Whats a good #twitter ap for #iOS that links to #FB accounts to post links? #help"',neutral
'Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM"',positive
'RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin"',neutral
'#Android Ice Cream Sandwich #Gmail reminds me a lot of #iOS mail app #CopyAndPaste #Google"',neutral
'Alright, well #Apple just got its ass kicked in the face by #Google so hard with its new Googles #Nexus phone. It will be brilliant."',positive
'In front of the @apple store. So many blue shirts I feel like I�m at a smurf reunion. #iPhone4S"',neutral
'bye bye #twitter ;)"',neutral
'making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH"',positive
'Google Docs presentation makes PowerPoint weep, beg for mercy http://t.co/9rVHs6jk via @engadget #google #powerpoint #microsoft #haha"',neutral
'Samsung e o Google lançam hoje o Galaxy Nexus e o Android 4.0 http://t.co/PW4KRE0F #google #samsung"',neutral
'Thanks Irma @TellJuicy  ""TWITTER 4 BUSINESS"" November 16 http://t.co/gOrDf5dj @KingstonCC #Twitter #Melbourne #Business"',neutral
'Waiting patiently for me at the @apple store. @Badog420 http://t.co/NaFaeXuh"',neutral
'WHTS GOIN ON #TWITTER FAM"',neutral
'@ChinkiiBeauty y u up..#Twitter"',neutral
'Check out this Interesting Blog on Tips from #YouSendIt 4 wht 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/yLF30h0h"',neutral
'#twitter&facebookOff good night everyone   bye bye"',neutral
'Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D"',positive
'#google- http://t.co/Hkk3qMMe"',neutral
'Goodmorning #twitter! :)"',neutral
'G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/S8V8vfmh"',neutral
'Been on hold with @apple customer service for 25 minutes. Wow, lt�s like they�re #timewarnercable."',negative
'RT @Crazy_Golfer: ""If you lose followers on #Twitter don�t worry even Jesus lost followers"" ~Unknown #quote via @smqueue"',neutral
'If you didn�t know - Free #Microsoft #HTML5 @Webcamps on West Coast MountainView Redmond Portland check them out  http://t.co/L86OWQRE"',positive
'#Microsoft tries to combine the #Xbox #WindowsPhone and #PC and all of them will share the same neat looking interface. http://t.co/J332zfpO"',positive
'started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls"',neutral
'Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/XVcch6Os #PampersHelloApps"""',neutral
'#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps"',neutral
'#Microsoft�s Kinect brings �playful learning� to the Xbox 360 http://t.co/1KAi853k"',neutral
'RT @yaksys: My #twitter age is 1 year 243 days 22 hours 31 minutes 44 seconds. Find out yours at http://t.co/dniOkchP #twittertime"',neutral
'#VisualStudio 11 Developer Preview Training Kit released: start learning - http://t.co/d6meZBZv #Microsoft"',neutral
'@Apple will be adding more carrier support to the iPhone 4S (just announced)"',positive
'#twitter is trippin"',neutral
'#excellent #AngryBirds #Google #Chrome #Commercial 1080p HD http://t.co/LLsLrxFM via @youtube"',positive
'Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t.co/yziwv1wd"',neutral
'That was good but when is it coming out? What carriers? What pricepoints? #android #google"',neutral
'Tap to focus and face recognition #ics #galaxynexus #google"',neutral
'Unbelievable Data Usage info on Ice Cream Sandwich',positive
'@Blackberry -vs- @Apple iPhone?"',neutral
'The new camera app along with the ""zero delay"" camera on the Galaxy Nexus is very nice! #Google #Android #ICS"',positive
'RT @BucBoyy: - It�s So Funny Because She Got A #Twitter Now Lol."',neutral
'Who will be our #Twitter #winner 4 #daytimewdonna giveaway for $100 this Fri. Tweet about our show, our guests, why you LOVE us use #dwd100"',neutral
'Apple’ cash balance = $75.9 billion, surpassing the total operating balance of the U.S. government  #rich #apple #google #microsoft  #money"',neutral
'Thank you #twitter for not giving me the 10 tweets that have been tweeted at me in the past 3 days! Lol #blameitontheiphone #ineedtoupdate"',negative
'Guess I�m addicted to #Twitter! Writing the answers to 15 marks University exam questions in less than 140 characters! :P"',positive
'I love Ice Cream Sandwich :) #Android #Google #Samsung"',positive
'RT @bytenow: The next pure #Google phone is the #Galaxy #Nexus by #Samsung. It�s fast and has a nice screen - http://t.co/9RwvaUkq"',neutral
'RT @TheMacMob: Sprint, Verizon & AT&T @Apple Stores http://t.co/ZOzR0UUz"',neutral
'Follow your interests. #twitter"',neutral
'I wish there was #Microsoft #PowerPoint for #iPad."',neutral
'Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] #twitter #occupywallstreet #teamfollowback #autofollow http://t.co/IRYn5Vis"',neutral
'RT @WinBetaDotOrg: Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/lpb9n510 #Microsoft #beta"',neutral
'#Microsoft employees reveal they’re working on next-generation #Xbox  http://t.co/XE7RL7a8"',neutral
'Nice talk by @renatmin #KenyaOpenDoor #microsoft #community"',positive
'""Straight Outta Hak Mob"" RT @Jhon_Doe_Smokes: Out of my 7 months of actually gettin on #Twitter. I�ve only bee… (cont) http://t.co/qDM3X8BB"',neutral
'No face tagging in the new #Android gallery? #Google"',neutral
'Open Virtualization Format adopted by #VMware #Microsoft and #Citrix. How come no mention for open source leader #RedHat? #vmworld #SEC1802"',neutral
'@Marlorific well, I feel great about being your first #twitter friend :)"',neutral
'Steve�s last Design is apparently the @apple #apple #iPhone 5 | http://t.co/DIfQTmwm"',neutral
'i need a hookup, stop teasing me #google http://t.co/07YR58wL i want the new #nexus"',positive
'So my iMessage still isn�t working! @apple"',negative
'#google #IceCreamSandwich #Samsung #Updates #Android | ',neutral
'@OFA_IA @BarackObama #itheperson wld like all gov reps 2 have the date and state they reside in posted on their #twitter pic. 4 #wethepeople"',neutral
'Video: SIRI also gets angry. http://t.co/Xx1chZbN  @chrisvoss @apple #apple #siri #iphone4S #Ai"',neutral
'#Microsoft Hints at Windows Phone #Apps from Indian Publishers and Services http://t.co/VYA3ed6h #wp7 #windowsphone #msft"',neutral
'#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/VonJhtjE #android40 #androidbeam"',neutral
'@twalve @apple you know the issues they have with DST and alarms :p"',negative
'Thank you, Internet, for allowing me to be Bunny Watson for my friends. #google #imdb #allmusic"',neutral
'""Metro (design language)"" http://t.co/r7RdW1PH Microsoft took inspiration from King County Metro! #microsoft #metro #windows8 #bus"',neutral
'RT @EverettColdwell: @SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, socia ..."',positive
'RT @gkumaran: #EMC White paper on Automated Perf Optimization for #Microsoft Applications with EMC #VMAX, FAST VP and #HyperV #SCVMM htt ..."',neutral
'Overall I am a fan of the iPhone 4S; however, my Siri has issues connecting to the network @Apple"',negative
'#Buffalo, #Intel, #Microsoft, #IBM are the best pavilions at #SMAU"',positive
'#Android #Google Nexus S Getting Ice Cream Sandwich, OS “Theoretically” Should Work on Any Android... http://t.co/kqBWWiyd #DhilipSiva"',neutral
'@Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung"',neutral
'20% searches on  #Google  are related to location. 33% mobile search queries have local intent."',neutral
'Distrust and angst amongst #Nokia employees against #Selop #Microsoft fixation. http://t.co/jkOTcrMb"',negative
'There you go - according to http://t.co/4Y8aS4zz #Google+ is builtin to the OS/Nexus line? Smart move :)"',positive
'Not greatly impressed with #Google and #Samsung presentation skills."',negative
'I hate #Microsoft PowerPoint!"',negative
'#Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes, You’re Lucky” &lt;http://t.co/rcml9XQR&gt;"',neutral
'Hey #google ,when unveiling a new product,use a backdrop w/ lots of spatial-temporal high resolution activity. Video codecs will love it. ;)"',neutral
'@guardiantech I love the ""And now it is looking to China:"" Apple funds sweatshops there while Gates funds a foundation #apple #microsoft"',positive
'@TheRealJedaD If her name ain�t #Twitter then ur not bcuz u been on here for a minute goin HAM...lol, I�m Just Sayin!!"',neutral
'#Twitter #Off�"',neutral
'RT @whymicrosoft: Google’s Ad revenue for Q3 was 96% of total revenue. So, are #Google customers the commodity being sold to advertisers?"',neutral
'@Apple: Siri is amazing!!! I�m in love!"',positive
'@tomcastiglia and @sharepointony now presenting on #SharePoint upgrade planning at our #SharePoint ECM Summit at the #Microsoft Tech Center"',neutral
'Hall Pass had me rolling...... @Apple bee�s lookin for nookie really"',neutral
'The new panorama feature in #Android Ice Cream Sandwich is pretty cool. Saw a glitch in the live presentation though. #Google"',neutral
'RT @Juani_2: You doing a lot of hating guy RT @Blue_Chipperz: This nigga need to go to #Twitter Jail"',neutral
'@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through."',neutral
'This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant."',neutral
'i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple"',negative
'@apple - you have invented a product that actually gets my brother to call my parents when he gets where he�s going. Amazing. #siri #ipod4s"',positive
'RT @KnowYourMobile Steve Ballmer says new Windows Phones will launch at Nokia World event | http://t.co/uQghSamj #WP7 #microsoft"',neutral
'iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri"',neutral
'@paulens It surprises me that @Apple throws up an error alert about authorizing, and there�s no ""Authorize this computer"" button."',negative
'#ICS show-off froze my browser. Well, time for sleep I guess. #Android #Google #Samsung"',neutral
'#Android #Google Android 4.0 Ice Cream Sandwich Official, SDK Now Available http://t.co/rXuPIW2U #DhilipSiva"',neutral
'RT @Androidheadline Three UK to carry the Samsung Galaxy Nexus http://t.co/bLtq3VrK #android #Samsung #UK #telecom #biznews #Google #news"',neutral
'Ufff... after #Microsoft #MTS11 and #MVP meeting. Was great! #MVPBuzz"',neutral
'Need info - #Microsoft #CRM - then check this out - http://t.co/seRMv1o7"',neutral
'Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/h8geayT5 #twitter"',neutral
'So glad #Google adopted a design philosophy for #Android 4.0 a.k.a It shows soooo much! This is the polish I�ve been waiting for!"',positive
'#EvolutionOfIT #cloud event @BenchmarkLearn can any #microsoft or @MSLearning folks help create us a windows azure pass ex. BLAZURE ??"',neutral
'#Microsoft details #Windows8�s new Start Screen Search http://t.co/Z6X5rE5q"',neutral
'Check out our newly revamped Testimonials page for more information on how #Microsoft #Dynamics #CRM can work fo... http://t.co/nnvy8NP2"',neutral
'@Mommy_gaga, #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"',neutral
'Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/KFwQ8r4T #Technology #Microsoft #Nokia"',neutral
'Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall"',negative
'@SincerelytiGG_ I guess dat wat #twitter does lol"',neutral
'Microsoft turns your body into a touchscreen http://t.co/j1T6kHgP #Microsoft"',neutral
'#Google confirms #Nexus S will get Ice Cream Sandwich -- for real this time (#Gingerbread… http://t.co/vIoR326D"',neutral
'Novo #Nick in #twitter. Hehe�  (:"',neutral
'RT @FaithMcNally: @RhiannaRaee hanging @apple in tacoma listening to the beatles!"',neutral
'@Mayati I think @Apple didn�t do such a thorough job with the step x steps for upgrade and move to iCloud. Now it�s cost me mightily."',negative
'Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99, has a $150 exam voucher! ',neutral
'Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what�s new from Android http://t.co/eizExUn0"',neutral
'Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple"',negative
'#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ, thus beginning their plan for world domination"',neutral
'#twitter keeps me company when i can�t sleep! (:"',positive
'Hilarious @youtube video - guy does a duet with @apple �s Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY"',positive
'#Twitter: What�s happening? #Facebook: What�s on your mind? #Myspace: Where is everyone?"',neutral
'Steve Ballmer At Web 2.0: #Microsoft CEO Disses Android, #iPhone http://t.co/JivkVbAh #sem #mobile"',neutral
'#Twitter to Reformat All URLs With T.co	http://t.co/jnmnbs9W"',neutral
'Noarchive is used to restrict search engines from saving a cached copy of the page #Google"',neutral
'ICS looks awesome, please let me have it on my phone!  #android #google #motorola"',positive
'#apple #facebook @facebook  #microsoft hahahahaha http://t.co/XeNSzCjh"',neutral
'facebook oof , #twitter of... night night every1!"',neutral
'Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH"',neutral
'nothing like saying �screw you� to a bad real estate company on 7 different social pages! #google #citysearch #yellowpages #yelp #yahoo ..."',neutral
'#Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure"',neutral
